"Contract #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"83892","","T0109 - RADIO COMMUNICATION EQUIPMENT           AND ACCESSORIES                                     ","Goosetown Enterprises Inc.","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","05/01/2013","04/30/2026"
"83891","","T0109 - RADIO COMMUNICATION EQUIPMENT           AND ACCESSORIES                                     ","Eventide Inc","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","05/01/2013","04/30/2026"
"83604","","T2454 - DRUG & ALCOHOL TEST KITS","ASSOCIATION FOR CHOICES IN COMMUNITY SUPPORTS AND EMPLOYMENT SERVICES","N.J.S.A. 30:6-23 Set-Aside","$10,427,791.28","Division of Purchase and Property ","3PS - Sent","03/01/2013","02/28/2026"
"83010","","T2080 - TRUCKS, 26,000 LB. GVWR MAX. CABOVER/   C&C, WITH VARIOUS 18' BODIES & LIFTGATES            ","H.K. TRUCK SERVICES INC.","RFP","$4,230,703.91","Division of Purchase and Property ","3PS - Sent","10/30/2012","04/29/2026"
"83009","","T2080 - TRUCKS, 26,000 LB. GVWR MAX. CABOVER/   C&C, WITH VARIOUS 18' BODIES & LIFTGATES            ","Gabrielli Kenworth of NJ LLC","RFP","$1,031,297.00","Division of Purchase and Property ","3PS - Sent","10/30/2012","04/29/2026"
"82115","","T1087 - ELECTRONIC BENEFITS TRANSFER FOR DHS                                                        ","Conduent State & Local Solutions, Inc.","RFP/SC-SBE","$45,657,705.07","Division of Purchase and Property ","3PS - Sent","09/01/2012","08/31/2025"
"82043","","T1775 - STATE DISBURSEMENT UNIT                 CHILD SUPPORT PAYMENT/RECEIPT PROCESSING            ","Conduent State & Local Solutions, Inc.","RFP/SC-SBE","$81,989,731.30","Division of Purchase and Property ","3PS - Sent","07/23/2012","07/22/2025"
"82025","","T1400 - ALTERNATE BENEFIT PROGRAM               SERVICE PROVIDERS                                   ","Empower","RFP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2012","12/31/2025"
"81900","","T1400 - ALTERNATE BENEFIT PROGRAM               SERVICE PROVIDERS                                   ","VOYA RETIREMENT INSURANCE AND ANNUITY COMPANY","RFP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2012","12/31/2025"
"81899","","T1400 - ALTERNATE BENEFIT PROGRAM               SERVICE PROVIDERS                                   ","Metropolitan Life Insurance Co.","","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2012","12/31/2025"
"81898","","T1400 - ALTERNATE BENEFIT PROGRAM               SERVICE PROVIDERS                                   ","Equitable Financial Life Insurance Company","RFP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2012","12/31/2025"
"81897","","T1400 - ALTERNATE BENEFIT PROGRAM               SERVICE PROVIDERS                                   ","TIAA","RFP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2012","12/31/2025"
"81866","","T1400 - ALTERNATE BENEFIT PROGRAM               SERVICE PROVIDERS                                   ","VARIABLE ANNUITY LIFE INS CO","RFP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2012","12/31/2025"
"81810","","T1426 - ADMINISTRATION OF DEFICIENT AND DELINQUENT TAX ACCOUNTS                             ","Pioneer Credit Recovery  Inc.","RFP","$132,005,631.12","Division of Purchase and Property ","3PS - Sent","07/01/2012","12/31/2025"
"81125","","T1466 - VIDEO TELECONFERENCING EQUIPMENT &      SERVICES                                            ","York Telecom Corporation ","RFP/SC-SBE","$3,865,134.52","Division of Purchase and Property ","3PS - Sent","04/01/2012","01/31/2026"
"80813","","T1316 - TELECOMMUNICATIONS EQUIPMENT & SERVICES                                                     ","MCI Communications Services, LLC","RFP/NJCOOP/SBE","$200,628.23","Division of Purchase and Property ","3PS - Sent","02/01/2012","01/31/2026"
"80812","","T1316 - TELECOMMUNICATIONS EQUIPMENT & SERVICES                                                     ","DiRAD Technologies Inc","RFP/NJCOOP/SBE","$0.00","Division of Purchase and Property ","3PS - Sent","02/01/2012","01/31/2026"
"80807","","T1316 - TELECOMMUNICATIONS EQUIPMENT & SERVICES                                                     ","EXTEL Communications Inc.","RFP/NJCOOP/SBE","$1,813,347.46","Division of Purchase and Property ","3PS - Sent","02/01/2012","01/31/2026"
"80803","","T1316 - TELECOMMUNICATIONS EQUIPMENT & SERVICES                                                     ","Unify Inc","RFP/NJCOOP/SBE","$537,340.15","Division of Purchase and Property ","3PS - Sent","02/01/2012","01/31/2026"
"80802","","T1316 - TELECOMMUNICATIONS EQUIPMENT & SERVICES                                                     ","AVAYA INC","RFP/NJCOOP/SBE","$42,686,328.79","Division of Purchase and Property ","3PS - Sent","02/01/2012","01/31/2026"
"80603","","T2828 - SOLAR SYSTEM INSTALLATION               NJ DOT                                              ","Wampole-Miller, Inc","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","12/31/2011","12/30/2031"
"80551","","T1787 - TOURISM ORIENTED DIRECTIONAL SIGNING    NEW JERSEY DEPARTMENT OF TRANSPORTATION             ","New Jersey Logos LLC","RFP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","01/01/2012","12/31/2025"
"77110","","T1480 - JANITORIAL SERVICES STATEWIDE                                                               ","ASSOCIATION FOR CHOICES IN COMMUNITY SUPPORTS AND EMPLOYMENT SERVICES","N.J.S.A. 30:6-23 Set-Aside","$109,862,911.94","Division of Purchase and Property ","3PS - Sent","07/01/2010","07/01/2026"
"76035","","T2466 - ENHANCED DIGITAL DRIVERS LICENSE (EDDL) AND CENTRAL ISSUANCE                                ","IDEMIA IDENTITY & SECURITY USA LLC ","RFP","$33,962,591.98","Division of Purchase and Property ","3PS - Sent","01/31/2010","01/30/2026"
"71414","","T1628 - ENHANCED MOTOR VEHICLE INSPECTION/      MAINTENANCE SYSTEM                                  ","Parsons Commercial Technology","RFP/SC-SBE","$264,497,096.52","Division of Purchase and Property ","3PS - Sent","05/06/2008","11/05/2025"
"59386","","T1993 - AIRPORT OPERATOR SVS GREENWOOD LAKE AIRPORT DOT","Greenwood Lake Airport Management","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","08/01/2004","06/30/2031"
"49131","","TSU01 - MACS GENERATED FOR PIMS/OTHER T-NOS     FARM OPERATIONS, MEAT CONTRACT                      ","State of New Jersey","","$4,963.00","Division of Purchase and Property ","3PS - Sent","06/01/1996","06/30/2027"
"43041","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","MONTAGE ENTERPRISES","RFP/NJCOOP","$90,432.02","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43039","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","Power Place Inc","RFP/NJCOOP","$112,260.42","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43037","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","Central Jersey Equipment","RFP/NJCOOP","$717,394.92","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43033","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","AC EQUIPMENT","RFP/NJCOOP","$15,747.25","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43030","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","KEEHN POWER PRODUCTS","RFP/NJCOOP","$4,921.38","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43029","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","Laurel Lawn Mower","RFP/NJCOOP","$46,503.21","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43027","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","OCEAN COUNTY EQUIPMENT INC.","RFP/NJCOOP","$117,518.01","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43026","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","Charles A Michel llc","RFP/NJCOOP","$231,069.03","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43025","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","CHEM-TEK INDUSTRIES INC.","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43024","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","wdds enterprises inc","RFP/NJCOOP","$213,310.41","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43023","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","Lawson Products Inc.","RFP/NJCOOP","$3,497.42","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"43022","","T2187 - PARTS AND REPAIRS FOR LAWN AND GROUNDS  EQUIPMENT                                           ","Cherry Valley Tractor Sales","RFP/NJCOOP","$1,632,036.89","Division of Purchase and Property ","3PS - Sent","02/17/2017","02/16/2026"
"42731","","T2420 - DATA INTERMEDIARY SERVICES -            DOH                                                 ","Public Consulting Group LLC","RFP/SC-SBE","$129,500.00","Division of Purchase and Property ","3PS - Sent","01/13/2017","01/12/2026"
"42650","","T1740 - FOOD/NON-FOOD: BULK FOOD ITEMS,         INCLUDING COOK/CHILL CASING BAGS - DOC              ","idaho freez pak corp","RFP","$3,903,772.33","Division of Purchase and Property ","3PS - Sent","11/01/2016","08/31/2025"
"42648","","T1740 - FOOD/NON-FOOD: BULK FOOD ITEMS,         INCLUDING COOK/CHILL CASING BAGS - DOC              ","MULLEN MARKETING LLC","RFP","$5,172,945.20","Division of Purchase and Property ","3PS - Sent","11/01/2016","08/31/2025"
"42643","","T1740 - FOOD/NON-FOOD: BULK FOOD ITEMS,         INCLUDING COOK/CHILL CASING BAGS - DOC              ","National Food Trading Corp","RFP","$2,211,123.20","Division of Purchase and Property ","3PS - Sent","11/01/2016","08/31/2025"
"42638","","T1740 - FOOD/NON-FOOD: BULK FOOD ITEMS,         INCLUDING COOK/CHILL CASING BAGS - DOC              ","UNIVERSAL COFFEE CORP","RFP","$16,800.00","Division of Purchase and Property ","3PS - Sent","11/01/2016","08/31/2025"
"42627","","T1459 - LOGOS PROGRAM, FREEWAY & INTERSTATE     HIGHWAY INTERCHANGES                                ","New Jersey Logos LLC","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","11/01/2016","10/31/2025"
"42344","","T1836 - THIRD PARTY LIABILITY RECOVERY          SERVICES DEPT. OF HUMAN SERVICES                    ","Health Management Systems Inc., THIRD PARTY LIABILITY RECOVERY SERVICES","RFP/SC-SBE","$171,934,413.34","Division of Purchase and Property ","3PS - Sent","09/21/2016","09/30/2025"
"42312","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","E O Habhegger Co Inc","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","08/31/2016","08/28/2025"
"42275","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","C-3 Technologies LLC","RFP/NJCOOP","$234,783.24","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42274","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","aurora environmental inc","RFP/NJCOOP","$179,698.00","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42273","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","Oxford Engineering Company","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42270","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","Independence Constructors, Inc","RFP/NJCOOP","$488,275.77","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42269","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","A & J Construction Co.","RFP/NJCOOP","$758,583.23","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42268","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","RJ Walsh Associates Inc","RFP/NJCOOP","$4,125,351.29","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42267","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","TTI ENVIRONMENTAL INC","RFP/NJCOOP","$4,927.83","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42266","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","Ted Slack Environmental Services","RFP/NJCOOP","$209,791.83","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42265","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","Petro Mechanics Inc","RFP/NJCOOP","$201,074.42","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42264","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","FAIRFIELD MAINTENANCE, INC","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42263","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","Spark Electric Service Inc.","RFP/NJCOOP","$311,603.59","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42262","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","WHITEMARSH CORPORATION","RFP/NJCOOP","$5,670.90","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"42261","","T0849 - ABOVEGROUND FUEL TANKS, ASSOC. EQUIP.,  INSTALLATION, TANK REMOVAL, & SYS. SVCS.            ","E O Habhegger Co Inc","RFP/NJCOOP","$429,351.19","Division of Purchase and Property ","3PS - Sent","08/29/2016","08/28/2025"
"41779","","T3043 - AIRCRAFT MAINTENANCE                    PARTS AND SERVICE                                   ","Sterling Helicopter","RFP/NJCOOP","$5,762,338.23","Division of Purchase and Property ","3PS - Sent","06/30/2016","02/28/2026"
"41547","","T3041 - WASTEWATER & WATER TREATMENT PLANT      OPERATORS FOR THE NJDOC                             ","Advanced Environmental Technologies LLC","","$2,336,984.00","Division of Purchase and Property ","3PS - Sent","06/01/2016","05/31/2026"
"41546","","T3041 - WASTEWATER & WATER TREATMENT PLANT      OPERATORS FOR THE NJDOC                             ","Jersey Environmental Solutions LLC","RFP","$262,913.00","Division of Purchase and Property ","3PS - Sent","06/01/2016","05/31/2026"
"41486","","T2949 - FISCAL INTERMEDIARY AND FINANCIAL CASH AND COUNSELING SERVICES: DHS","Public Partnerships LLC","RFP/SC-SBE","$14,257,826.46","Division of Purchase and Property ","3PS - Sent","11/14/2016","10/31/2025"
"41267","","T0200 - MAILROOM EQUIPMENT AND MAINTENANCE      VARIOUS STATE AGENCIES                              ","Quadient, Inc.","RFP/NJCOOP","$1,582,560.15","Division of Purchase and Property ","3PS - Sent","04/15/2016","04/14/2026"
"41264","","T0200 - MAILROOM EQUIPMENT AND MAINTENANCE      VARIOUS STATE AGENCIES                              ","TimeTrak Systems Inc","RFP/NJCOOP","$12,902.77","Division of Purchase and Property ","3PS - Sent","04/15/2016","04/14/2026"
"41263","","T0200 - MAILROOM EQUIPMENT AND MAINTENANCE      VARIOUS STATE AGENCIES                              ","FRANCOTYP POSTALIA INC","RFP/NJCOOP","$191,965.88","Division of Purchase and Property ","3PS - Sent","04/15/2016","04/14/2026"
"41261","","T0200 - MAILROOM EQUIPMENT AND MAINTENANCE      VARIOUS STATE AGENCIES                              ","Garden State Office Systems & Equipment Inc.","RFP/NJCOOP","$1,135,520.58","Division of Purchase and Property ","3PS - Sent","04/15/2016","04/14/2026"
"41260","","T0200 - MAILROOM EQUIPMENT AND MAINTENANCE      VARIOUS STATE AGENCIES                              ","Widmer Time Recorder","RFP/NJCOOP","$447,937.31","Division of Purchase and Property ","3PS - Sent","04/15/2016","04/14/2026"
"41259","","T0200 - MAILROOM EQUIPMENT AND MAINTENANCE      VARIOUS STATE AGENCIES                              ","Prior & Nami Business Systems","RFP/NJCOOP","$496,566.37","Division of Purchase and Property ","3PS - Sent","04/15/2016","04/14/2026"
"41258","","T0200 - MAILROOM EQUIPMENT AND MAINTENANCE      VARIOUS STATE AGENCIES                              ","PITNEY BOWES INC","RFP/NJCOOP","$3,114,231.39","Division of Purchase and Property ","3PS - Sent","04/15/2016","04/14/2026"
"41048","","T0126 - OEM & NON-OEM MAINTENANCE & REPAIR      SERVICES FOR LIGHT/MEDIUM DUTY VEHICLES             ","t masters collision & service","RFP/NJCOOP","$356,341.75","Division of Purchase and Property ","3PS - Sent","03/18/2016","12/17/2025"
"40866","","T0126 - OEM & NON-OEM MAINTENANCE & REPAIR      SERVICES FOR LIGHT/MEDIUM DUTY VEHICLES             ","American Hose & Hydraulics","RFP/NJCOOP","$1,185.03","Division of Purchase and Property ","3PS - Sent","03/18/2016","12/17/2025"
"40864","","T0126 - OEM & NON-OEM MAINTENANCE & REPAIR      SERVICES FOR LIGHT/MEDIUM DUTY VEHICLES             ","Emergency Equipment Sales, LLC","RFP/NJCOOP","$16,678.06","Division of Purchase and Property ","3PS - Sent","03/18/2016","12/17/2025"
